Source	Target	features0
875	283	1.0
876	713	1.0
876	300	1.0
877	123	1.0
877	92	1.0
878	10	1.0
878	4	1.0
879	2	1.0
879	444	1.0
880	2	1.0
880	317	1.0
881	2	1.0
881	29	1.0
882	850	1.0
882	699	1.0
883	182	1.0
883	39	1.0
884	618	1.0
884	51	1.0
885	184	1.0
885	565	1.0
886	186	1.0
886	227	1.0
887	85	1.0
887	735	1.0
888	123	1.0
888	253	1.0
889	9	1.0
889	78	1.0
890	652	1.0
890	654	1.0
891	40	1.0
891	29	1.0
892	4	1.0
892	597	1.0
893	18	1.0
893	733	1.0
894	268	1.0
894	773	1.0
895	184	1.0
895	434	1.0
896	115	1.0
896	542	1.0
897	124	1.0
897	22	1.0
898	2	1.0
898	29	1.0
899	1	1.0
899	30	1.0
900	40	1.0
900	93	1.0
901	198	1.0
901	471	1.0
902	218	1.0
902	5	1.0
903	760	1.0
903	695	1.0
904	67	1.0
904	12	1.0
905	6	1.0
905	615	1.0
906	227	1.0
906	45	1.0
907	96	1.0
907	575	1.0
908	76	1.0
908	806	1.0
909	873	1.0
909	742	1.0
910	465	1.0
910	404	1.0
911	8	1.0
911	811	1.0
912	103	1.0
912	47	1.0
913	752	1.0
913	21	1.0
914	122	1.0
914	156	1.0
915	243	1.0
915	69	1.0
916	227	1.0
916	292	1.0
917	107	1.0
917	12	1.0
918	35	1.0
918	508	1.0
919	4	1.0
919	447	1.0
920	505	1.0
920	31	1.0
921	89	1.0
921	12	1.0
922	48	1.0
922	11	1.0
923	221	1.0
923	7	1.0
924	95	1.0
924	47	1.0
925	160	1.0
925	134	1.0
926	5	1.0
926	78	1.0
927	195	1.0
927	86	1.0
928	2	1.0
928	798	1.0
929	922	1.0
929	227	1.0
930	64	1.0
930	2	1.0
931	904	1.0
931	221	1.0
932	425	1.0
932	35	1.0
933	553	1.0
933	36	1.0
934	146	1.0
934	407	1.0
935	338	1.0
935	548	1.0
936	305	1.0
936	2	1.0
937	778	1.0
937	53	1.0
938	832	1.0
938	168	1.0
939	51	1.0
939	76	1.0
940	98	1.0
940	263	1.0
941	513	1.0
941	78	1.0
942	674	1.0
942	12	1.0
943	601	1.0
943	662	1.0
944	690	1.0
944	35	1.0
945	824	1.0
945	940	1.0
946	770	1.0
946	3	1.0
947	304	1.0
947	615	1.0
948	116	1.0
948	21	1.0
949	610	1.0
949	5	1.0
950	426	1.0
950	78	1.0
951	593	1.0
951	54	1.0
952	400	1.0
952	396	1.0
953	898	1.0
953	876	1.0
954	626	1.0
954	34	1.0
955	302	1.0
955	374	1.0
956	267	1.0
956	340	1.0
957	801	1.0
957	349	1.0
958	1	1.0
958	67	1.0
959	435	1.0
959	5	1.0
960	14	1.0
960	7	1.0
961	417	1.0
961	759	1.0
962	784	1.0
962	807	1.0
963	629	1.0
963	799	1.0
964	568	1.0
964	94	1.0
965	2	1.0
965	6	1.0
966	290	1.0
966	253	1.0
967	2	1.0
967	531	1.0
968	57	1.0
968	302	1.0
969	184	1.0
969	7	1.0
970	5	1.0
970	333	1.0
971	333	1.0
971	293	1.0
972	784	1.0
972	838	1.0
973	825	1.0
973	245	1.0
974	65	1.0
974	89	1.0
975	51	1.0
975	31	1.0
976	922	1.0
976	572	1.0
977	452	1.0
977	7	1.0
978	928	1.0
978	44	1.0
979	25	1.0
979	43	1.0
980	369	1.0
980	29	1.0
981	332	1.0
981	919	1.0
982	432	1.0
982	5	1.0
983	739	1.0
983	687	1.0
984	11	1.0
984	294	1.0
985	4	1.0
985	23	1.0
986	338	1.0
986	707	1.0
987	298	1.0
987	806	1.0
988	25	1.0
988	402	1.0
989	11	1.0
989	4	1.0
990	560	1.0
990	790	1.0
991	5	1.0
991	78	1.0
992	9	1.0
992	374	1.0
993	42	1.0
993	63	1.0
994	947	1.0
994	581	1.0
995	59	1.0
995	236	1.0
996	274	1.0
996	574	1.0
997	16	1.0
997	126	1.0
998	402	1.0
998	732	1.0
999	706	1.0
999	222	1.0
1000	201	1.0
1000	162	1.0
1001	257	1.0
1001	684	1.0
1002	11	1.0
1002	956	1.0
1003	120	1.0
1003	206	1.0
1004	49	1.0
1004	237	1.0
1005	274	1.0
1005	2	1.0
1006	121	1.0
1006	49	1.0
1007	109	1.0
1007	157	1.0
1008	850	1.0
1008	11	1.0
1009	856	1.0
1009	812	1.0
1010	11	1.0
1010	7	1.0
1011	7	1.0
1011	119	1.0
1012	96	1.0
1012	45	1.0
1013	187	1.0
1013	103	1.0
1014	650	1.0
1014	631	1.0
1015	691	1.0
1015	679	1.0
1016	914	1.0
1016	44	1.0
1017	2	1.0
1017	363	1.0
1018	30	1.0
1018	183	1.0
1019	5	1.0
1019	911	1.0
1020	24	1.0
1020	191	1.0
1021	893	1.0
1021	23	1.0
1022	497	1.0
1022	990	1.0
1023	479	1.0
1023	223	1.0
1024	1008	1.0
1024	29	1.0
1025	749	1.0
1025	47	1.0
1026	37	1.0
1026	182	1.0
1027	73	1.0
1027	151	1.0
1028	266	1.0
1028	438	1.0
1029	88	1.0
1029	974	1.0
1030	801	1.0
1030	205	1.0
1031	152	1.0
1031	176	1.0
1032	812	1.0
1032	7	1.0
1033	288	1.0
1033	6	1.0
1034	828	1.0
1034	6	1.0
1035	83	1.0
1035	581	1.0
1036	682	1.0
1036	507	1.0
1037	146	1.0
1037	866	1.0
1038	18	1.0
1038	483	1.0
1039	209	1.0
1039	514	1.0
1040	90	1.0
1040	741	1.0
1041	569	1.0
1041	459	1.0
1042	602	1.0
1042	12	1.0
1043	796	1.0
1043	574	1.0
1044	768	1.0
1044	95	1.0
1045	83	1.0
1045	207	1.0
1046	160	1.0
1046	212	1.0
1047	939	1.0
1047	4	1.0
1048	8	1.0
1048	993	1.0
1049	92	1.0
1049	37	1.0
1050	341	1.0
1050	230	1.0
1051	112	1.0
1051	167	1.0
1052	98	1.0
1052	292	1.0
1053	317	1.0
1053	790	1.0
1054	276	1.0
1054	503	1.0
1055	754	1.0
1055	757	1.0
1056	858	1.0
1056	598	1.0
1057	924	1.0
1057	71	1.0
1058	898	1.0
1058	570	1.0
1059	169	1.0
1059	243	1.0
1060	7	1.0
1060	255	1.0
1061	188	1.0
1061	172	1.0
1062	612	1.0
1062	388	1.0
1063	788	1.0
1063	157	1.0
1064	12	1.0
1064	14	1.0
1065	75	1.0
1065	239	1.0
1066	238	1.0
1066	7	1.0
1067	137	1.0
1067	674	1.0
1068	162	1.0
1068	446	1.0
1069	796	1.0
1069	5	1.0
1070	232	1.0
1070	31	1.0
1071	515	1.0
1071	327	1.0
1072	417	1.0
1072	273	1.0
1073	1028	1.0
1073	92	1.0
1074	898	1.0
1074	255	1.0
1075	48	1.0
1075	742	1.0
1076	67	1.0
1076	861	1.0
1077	361	1.0
1077	372	1.0
1078	290	1.0
1078	467	1.0
1079	898	1.0
1079	115	1.0
1080	57	1.0
1080	253	1.0
1081	914	1.0
1081	447	1.0
1082	505	1.0
1082	17	1.0
1083	403	1.0
1083	198	1.0
1084	9	1.0
1084	51	1.0
1085	10	1.0
1085	51	1.0
1086	555	1.0
1086	910	1.0
1087	388	1.0
1087	303	1.0
1088	51	1.0
1088	231	1.0
1089	634	1.0
1089	542	1.0
1090	420	1.0
1090	239	1.0
1091	568	1.0
1091	471	1.0
1092	468	1.0
1092	430	1.0
1093	379	1.0
1093	107	1.0
1094	42	1.0
1094	5	1.0
1095	77	1.0
1095	167	1.0
1096	641	1.0
1096	882	1.0
1097	753	1.0
1097	298	1.0
1098	628	1.0
1098	285	1.0
1099	12	1.0
1099	183	1.0
1100	73	1.0
1100	7	1.0
1101	992	1.0
1101	47	1.0
1102	24	1.0
1102	76	1.0
1103	619	1.0
1103	293	1.0
1104	1072	1.0
1104	439	1.0
1105	58	1.0
1105	206	1.0
1106	198	1.0
1106	111	1.0
1107	90	1.0
1107	468	1.0
1108	64	1.0
1108	286	1.0
1109	321	1.0
1109	413	1.0
1110	58	1.0
1110	35	1.0
1111	289	1.0
1111	1022	1.0
1112	707	1.0
1112	12	1.0
1113	40	1.0
1113	162	1.0
1114	219	1.0
1114	510	1.0
1115	128	1.0
1115	517	1.0
1116	89	1.0
1116	574	1.0
1117	66	1.0
1117	707	1.0
1118	961	1.0
1118	862	1.0
1119	34	1.0
1119	12	1.0
1120	517	1.0
1120	14	1.0
1121	569	1.0
1121	788	1.0
1122	41	1.0
1122	7	1.0
1123	8	1.0
1123	162	1.0
1124	338	1.0
1124	109	1.0
1125	2	1.0
1125	86	1.0
1126	153	1.0
1126	569	1.0
1127	392	1.0
1127	49	1.0
1128	718	1.0
1128	111	1.0
1129	273	1.0
1129	178	1.0
1130	676	1.0
1130	118	1.0
1131	99	1.0
1131	227	1.0
1132	126	1.0
1132	7	1.0
1133	96	1.0
1133	0	1.0
1134	154	1.0
1134	1119	1.0
1135	161	1.0
1135	412	1.0
1136	74	1.0
1136	39	1.0
1137	5	1.0
1137	502	1.0
1138	1117	1.0
1138	46	1.0
1139	2	1.0
1139	604	1.0
1140	11	1.0
1140	438	1.0
1141	83	1.0
1141	838	1.0
1142	149	1.0
1142	974	1.0
1143	762	1.0
1143	35	1.0
1144	4	1.0
1144	909	1.0
1145	204	1.0
1145	662	1.0
1146	299	1.0
1146	293	1.0
1147	291	1.0
1147	971	1.0
1148	97	1.0
1148	391	1.0
1149	7	1.0
1149	95	1.0
1150	666	1.0
1150	327	1.0
1151	24	1.0
1151	66	1.0
1152	249	1.0
1152	191	1.0
1153	546	1.0
1153	116	1.0
1154	940	1.0
1154	292	1.0
1155	196	1.0
1155	1013	1.0
1156	592	1.0
1156	801	1.0
1157	315	1.0
1157	238	1.0
1158	37	1.0
1158	318	1.0
1159	224	1.0
1159	619	1.0
1160	409	1.0
1160	103	1.0
1161	707	1.0
1161	839	1.0
1162	145	1.0
1162	898	1.0
1163	11	1.0
1163	732	1.0
1164	713	1.0
1164	52	1.0
1165	309	1.0
1165	1109	1.0
1166	178	1.0
1166	133	1.0
1167	641	1.0
1167	982	1.0
1168	473	1.0
1168	132	1.0
1169	2	1.0
1169	90	1.0
1170	12	1.0
1170	13	1.0
1171	592	1.0
1171	47	1.0
1172	64	1.0
1172	476	1.0
1173	400	1.0
1173	435	1.0
1174	1104	1.0
1174	1154	1.0
1175	640	1.0
1175	945	1.0
1176	83	1.0
1176	791	1.0
1177	35	1.0
1177	383	1.0
1178	154	1.0
1178	5	1.0
1179	88	1.0
1179	297	1.0
1180	102	1.0
1180	7	1.0
1181	90	1.0
1181	86	1.0
1182	110	1.0
1182	207	1.0
1183	57	1.0
1183	315	1.0
1184	1152	1.0
1184	616	1.0
1185	51	1.0
1185	327	1.0
1186	552	1.0
1186	222	1.0
1187	1	1.0
1187	974	1.0
1188	826	1.0
1188	3	1.0
1189	306	1.0
1189	95	1.0
1190	451	1.0
1190	973	1.0
1191	202	1.0
1191	1147	1.0
1192	893	1.0
1192	199	1.0
1193	74	1.0
1193	447	1.0
1194	73	1.0
1194	13	1.0
1195	67	1.0
1195	12	1.0
1196	84	1.0
1196	45	1.0
1197	43	1.0
1197	7	1.0
1198	184	1.0
1198	101	1.0
1199	162	1.0
1199	116	1.0
1200	61	1.0
1200	397	1.0
1201	5	1.0
1201	1103	1.0
1202	945	1.0
1202	161	1.0
1203	116	1.0
1203	406	1.0
1204	33	1.0
1204	525	1.0
1205	184	1.0
1205	859	1.0
1206	200	1.0
1206	326	1.0
1207	1129	1.0
1207	4	1.0
1208	115	1.0
1208	254	1.0
1209	344	1.0
1209	43	1.0
1210	337	1.0
1210	1199	1.0
1211	98	1.0
1211	262	1.0
1212	12	1.0
1212	133	1.0
1213	874	1.0
1213	1027	1.0
1214	208	1.0
1214	77	1.0
1215	132	1.0
1215	7	1.0
1216	145	1.0
1216	971	1.0
1217	922	1.0
1217	55	1.0
1218	593	1.0
1218	446	1.0
1219	1	1.0
1219	122	1.0
1220	67	1.0
1220	581	1.0
1221	488	1.0
1221	31	1.0
1222	883	1.0
1222	118	1.0
1223	709	1.0
1223	55	1.0
1224	115	1.0
1224	30	1.0
1225	1213	1.0
1225	406	1.0
1226	32	1.0
1226	411	1.0
1227	576	1.0
1227	513	1.0
1228	121	1.0
1228	115	1.0
1229	346	1.0
1229	51	1.0
1230	1028	1.0
1230	22	1.0
1231	1	1.0
1231	1085	1.0
1232	6	1.0
1232	1127	1.0
1233	4	1.0
1233	679	1.0
1234	48	1.0
1234	12	1.0
1235	185	1.0
1235	98	1.0
1236	620	1.0
1236	263	1.0
1237	688	1.0
1237	273	1.0
1238	12	1.0
1238	253	1.0
1239	252	1.0
1239	6	1.0
1240	208	1.0
1240	162	1.0
1241	138	1.0
1241	980	1.0
1242	382	1.0
1242	935	1.0
1243	280	1.0
1243	369	1.0
1244	460	1.0
1244	741	1.0
1245	121	1.0
1245	293	1.0
1246	157	1.0
1246	119	1.0
1247	65	1.0
1247	2	1.0
1248	432	1.0
1248	1228	1.0
1249	218	1.0
1249	1125	1.0
1250	784	1.0
1250	507	1.0
1251	291	1.0
1251	517	1.0
1252	577	1.0
1252	591	1.0
1253	167	1.0
1253	1207	1.0
1254	11	1.0
1254	77	1.0
1255	468	1.0
1255	119	1.0
1256	842	1.0
1256	27	1.0
1257	266	1.0
1257	866	1.0
1258	53	1.0
1258	1087	1.0
1259	334	1.0
1259	927	1.0
1260	41	1.0
1260	639	1.0
1261	40	1.0
1261	293	1.0
1262	273	1.0
1262	876	1.0
1263	83	1.0
1263	181	1.0
1264	372	1.0
1264	108	1.0
1265	304	1.0
1265	1	1.0
1266	5	1.0
1266	686	1.0
1267	406	1.0
1267	967	1.0
1268	384	1.0
1268	212	1.0
1269	116	1.0
1269	292	1.0
1270	2	1.0
1270	7	1.0
1271	1186	1.0
1271	861	1.0
1272	698	1.0
1272	6	1.0
1273	202	1.0
1273	182	1.0
1274	619	1.0
1274	1204	1.0
1275	77	1.0
1275	1191	1.0
1276	81	1.0
1276	203	1.0
1277	517	1.0
1277	79	1.0
1278	896	1.0
1278	468	1.0
1279	257	1.0
1279	5	1.0
1280	5	1.0
1280	238	1.0
1281	1123	1.0
1281	203	1.0
1282	29	1.0
1282	142	1.0
1283	92	1.0
1283	133	1.0
1284	77	1.0
1284	943	1.0
1285	2	1.0
1285	740	1.0
1286	1017	1.0
1286	867	1.0
1287	59	1.0
1287	612	1.0
1288	372	1.0
1288	526	1.0
1289	1016	1.0
1289	1213	1.0
1290	440	1.0
1290	361	1.0
1291	112	1.0
1291	1060	1.0
1292	96	1.0
1292	133	1.0
1293	410	1.0
1293	335	1.0
1294	49	1.0
1294	990	1.0
1295	110	1.0
1295	359	1.0
1296	1212	1.0
1296	182	1.0
1297	0	1.0
1297	67	1.0
1298	803	1.0
1298	311	1.0
1299	277	1.0
1299	623	1.0
1300	5	1.0
1300	589	1.0
1301	840	1.0
1301	947	1.0
1302	1025	1.0
1302	5	1.0
1303	44	1.0
1303	206	1.0
1304	80	1.0
1304	435	1.0
1305	682	1.0
1305	132	1.0
1306	1026	1.0
1306	813	1.0
1307	365	1.0
1307	143	1.0
1308	304	1.0
1308	145	1.0
1309	691	1.0
1309	86	1.0
1310	298	1.0
1310	1107	1.0
1311	1	1.0
1311	11	1.0
1312	1109	1.0
1312	1237	1.0
1313	1058	1.0
1313	1157	1.0
1314	67	1.0
1314	461	1.0
1315	932	1.0
1315	277	1.0
1316	667	1.0
1316	675	1.0
1317	37	1.0
1317	1199	1.0
1318	106	1.0
1318	21	1.0
1319	892	1.0
1319	989	1.0
1320	106	1.0
1320	395	1.0
1321	392	1.0
1321	128	1.0
1322	472	1.0
1322	1	1.0
1323	568	1.0
1323	4	1.0
1324	1092	1.0
1324	15	1.0
1325	169	1.0
1325	1202	1.0
1326	978	1.0
1326	277	1.0
1327	40	1.0
1327	587	1.0
1328	43	1.0
1328	52	1.0
1329	402	1.0
1329	2	1.0
1330	80	1.0
1330	23	1.0
1331	87	1.0
1331	79	1.0
1332	25	1.0
1332	519	1.0
1333	370	1.0
1333	614	1.0
1334	115	1.0
1334	571	1.0
1335	321	1.0
1335	12	1.0
1336	396	1.0
1336	1079	1.0
1337	564	1.0
1337	6	1.0
1338	121	1.0
1338	209	1.0
1339	368	1.0
1339	132	1.0
1340	9	1.0
1340	372	1.0
1341	0	1.0
1341	1120	1.0
1342	432	1.0
1342	1122	1.0
1343	434	1.0
1343	5	1.0
1344	672	1.0
1344	410	1.0
1345	481	1.0
1345	103	1.0
1346	161	1.0
1346	963	1.0
1347	56	1.0
1347	468	1.0
1348	698	1.0
1348	39	1.0
1349	274	1.0
1349	1149	1.0
1350	626	1.0
1350	788	1.0
1351	70	1.0
1351	167	1.0
1352	211	1.0
1352	981	1.0
1353	1	1.0
1353	3	1.0
1354	849	1.0
1354	215	1.0
1355	491	1.0
1355	1238	1.0
1356	691	1.0
1356	111	1.0
1357	24	1.0
1357	670	1.0
1358	1	1.0
1358	95	1.0
1359	273	1.0
1359	471	1.0
1360	1226	1.0
1360	139	1.0
1361	289	1.0
1361	1293	1.0
1362	392	1.0
1362	292	1.0
1363	876	1.0
1363	158	1.0
1364	1317	1.0
1364	85	1.0
1365	67	1.0
1365	671	1.0
1366	579	1.0
1366	23	1.0
1367	158	1.0
1367	199	1.0
1368	834	1.0
1368	546	1.0
1369	1	1.0
1369	926	1.0
1370	876	1.0
1370	12	1.0
1371	67	1.0
1371	5	1.0
1372	241	1.0
1372	31	1.0
1373	649	1.0
1373	956	1.0
1374	1228	1.0
1374	990	1.0
1375	1224	1.0
1375	1177	1.0
1376	792	1.0
1376	468	1.0
1377	1187	1.0
1377	46	1.0
1378	671	1.0
1378	135	1.0
1379	178	1.0
1379	14	1.0
1380	2	1.0
1380	363	1.0
1381	113	1.0
1381	78	1.0
1382	49	1.0
1382	47	1.0
1383	84	1.0
1383	102	1.0
1384	73	1.0
1384	932	1.0
1385	11	1.0
1385	5	1.0
1386	83	1.0
1386	902	1.0
1387	35	1.0
1387	918	1.0
1388	368	1.0
1388	875	1.0
1389	1132	1.0
1389	493	1.0
1390	306	1.0
1390	356	1.0
1391	40	1.0
1391	561	1.0
1392	40	1.0
1392	799	1.0
1393	1374	1.0
1393	30	1.0
1394	658	1.0
1394	85	1.0
1395	56	1.0
1395	29	1.0
1396	72	1.0
1396	723	1.0
1397	185	1.0
1397	666	1.0
1398	1	1.0
1398	772	1.0
1399	258	1.0
1399	12	1.0
1400	1216	1.0
1400	849	1.0
1401	368	1.0
1401	29	1.0
1402	219	1.0
1402	1079	1.0
1403	1	1.0
1403	37	1.0
1404	51	1.0
1404	14	1.0
1405	1332	1.0
1405	253	1.0
1406	717	1.0
1406	205	1.0
1407	42	1.0
1407	525	1.0
1408	1201	1.0
1408	1196	1.0
1409	125	1.0
1409	1197	1.0
1410	632	1.0
1410	1092	1.0
1411	333	1.0
1411	191	1.0
1412	83	1.0
1412	61	1.0
1413	168	1.0
1413	244	1.0
1414	1228	1.0
1414	500	1.0
1415	301	1.0
1415	87	1.0
1416	432	1.0
1416	57	1.0
1417	33	1.0
1417	766	1.0
1418	468	1.0
1418	1367	1.0
1419	11	1.0
1419	279	1.0
1420	1232	1.0
1420	392	1.0
1421	180	1.0
1421	31	1.0
1422	412	1.0
1422	709	1.0
1423	1027	1.0
1423	1309	1.0
1424	53	1.0
1424	1173	1.0
1425	360	1.0
1425	850	1.0
1426	368	1.0
1426	7	1.0
1427	48	1.0
1427	741	1.0
1428	400	1.0
1428	52	1.0
1429	154	1.0
1429	269	1.0
1430	120	1.0
1430	1338	1.0
1431	874	1.0
1431	452	1.0
1432	330	1.0
1432	1230	1.0
1433	429	1.0
1433	854	1.0
1434	65	1.0
1434	49	1.0
1435	169	1.0
1435	116	1.0
1436	106	1.0
1436	612	1.0
1437	1018	1.0
1437	31	1.0
1438	873	1.0
1438	1260	1.0
1439	1083	1.0
1439	124	1.0
1440	310	1.0
1440	935	1.0
1441	136	1.0
1441	180	1.0
1442	577	1.0
1442	733	1.0
1443	20	1.0
1443	1117	1.0
1444	75	1.0
1444	12	1.0
1445	120	1.0
1445	374	1.0
1446	552	1.0
1446	508	1.0
1447	209	1.0
1447	7	1.0
1448	627	1.0
1448	419	1.0
1449	963	1.0
1449	287	1.0
1450	292	1.0
1450	30	1.0
1451	618	1.0
1451	7	1.0
1452	417	1.0
1452	799	1.0
1453	661	1.0
1453	1302	1.0
1454	25	1.0
1454	354	1.0
1455	596	1.0
1455	29	1.0
1456	1129	1.0
1456	606	1.0
1457	3	1.0
1457	115	1.0
1458	258	1.0
1458	23	1.0
1459	2	1.0
1459	1374	1.0
1460	59	1.0
1460	1219	1.0
1461	1396	1.0
1461	60	1.0
1462	426	1.0
1462	898	1.0
1463	10	1.0
1463	262	1.0
1464	988	1.0
1464	53	1.0
1465	742	1.0
1465	527	1.0
1466	52	1.0
1466	60	1.0
1467	912	1.0
1467	4	1.0
1468	122	1.0
1468	412	1.0
1469	1249	1.0
1469	204	1.0
1470	1330	1.0
1470	7	1.0
1471	2	1.0
1471	45	1.0
1472	40	1.0
1472	634	1.0
1473	626	1.0
1473	1051	1.0
1474	52	1.0
1474	7	1.0
1475	106	1.0
1475	1350	1.0
1476	907	1.0
1476	349	1.0
1477	866	1.0
1477	12	1.0
1478	892	1.0
1478	7	1.0
1479	1421	1.0
1479	78	1.0
1480	2	1.0
1480	1301	1.0
1481	283	1.0
1481	335	1.0
1482	116	1.0
1482	37	1.0
1483	97	1.0
1483	83	1.0
1484	536	1.0
1484	274	1.0
1485	320	1.0
1485	442	1.0
1486	253	1.0
1486	439	1.0
1487	729	1.0
1487	348	1.0
1488	97	1.0
1488	154	1.0
1489	930	1.0
1489	411	1.0
1490	315	1.0
1490	1031	1.0
1491	2	1.0
1491	76	1.0
1492	106	1.0
1492	435	1.0
1493	522	1.0
1493	31	1.0
1494	51	1.0
1494	4	1.0
1495	962	1.0
1495	4	1.0
1496	290	1.0
1496	5	1.0
1497	11	1.0
1497	47	1.0
1498	1480	1.0
1498	347	1.0
1499	939	1.0
1499	215	1.0
1500	2	1.0
1500	204	1.0
1501	1	1.0
1501	1347	1.0
1502	598	1.0
1502	510	1.0
1503	248	1.0
1503	1062	1.0
1504	26	1.0
1504	235	1.0
1505	811	1.0
1505	1214	1.0
1506	851	1.0
1506	695	1.0
1507	384	1.0
1507	59	1.0
1508	1471	1.0
1508	471	1.0
1509	1322	1.0
1509	660	1.0
1510	16	1.0
1510	63	1.0
1511	5	1.0
1511	62	1.0
1512	1	1.0
1512	1412	1.0
1513	716	1.0
1513	116	1.0
1514	601	1.0
1514	166	1.0
1515	398	1.0
1515	1423	1.0
1516	1142	1.0
1516	7	1.0
1517	53	1.0
1517	1238	1.0
1518	90	1.0
1518	238	1.0
1519	328	1.0
1519	292	1.0
1520	1316	1.0
1520	63	1.0
1521	46	1.0
1521	1319	1.0
1522	66	1.0
1522	11	1.0
1523	606	1.0
1523	279	1.0
1524	1163	1.0
1524	405	1.0
1525	674	1.0
1525	92	1.0
1526	8	1.0
1526	2	1.0
1527	1208	1.0
1527	1257	1.0
1528	398	1.0
1528	943	1.0
1529	614	1.0
1529	15	1.0
1530	304	1.0
1530	1	1.0
1531	196	1.0
1531	670	1.0
1532	1091	1.0
1532	222	1.0
1533	595	1.0
1533	14	1.0
1534	839	1.0
1534	7	1.0
1535	517	1.0
1535	567	1.0
1536	179	1.0
1536	7	1.0
1537	160	1.0
1537	13	1.0
1538	397	1.0
1538	14	1.0
1539	460	1.0
1539	340	1.0
1540	1212	1.0
1540	6	1.0
1541	137	1.0
1541	41	1.0
1542	608	1.0
1542	7	1.0
1543	90	1.0
1543	51	1.0
1544	83	1.0
1544	53	1.0
1545	206	1.0
1545	215	1.0
1546	241	1.0
1546	11	1.0
1547	540	1.0
1547	1295	1.0
1548	11	1.0
1548	591	1.0
1549	1338	1.0
1549	1301	1.0
1550	12	1.0
1550	6	1.0
1551	1442	1.0
1551	283	1.0
1552	44	1.0
1552	359	1.0
1553	1342	1.0
1553	1374	1.0
1554	1041	1.0
1554	1243	1.0
1555	106	1.0
1555	370	1.0
1556	558	1.0
1556	1367	1.0
1557	547	1.0
1557	1367	1.0
1558	304	1.0
1558	596	1.0
1559	1029	1.0
1559	773	1.0
1560	1473	1.0
1560	658	1.0
1561	1378	1.0
1561	318	1.0
1562	253	1.0
1562	1205	1.0
1563	1377	1.0
1563	596	1.0
1564	66	1.0
1564	610	1.0
1565	87	1.0
1565	255	1.0
1566	914	1.0
1566	990	1.0
1567	1149	1.0
1567	759	1.0
1568	202	1.0
1568	155	1.0
1569	708	1.0
1569	1013	1.0
1570	237	1.0
1570	1182	1.0
1571	23	1.0
1571	303	1.0
1572	410	1.0
1572	899	1.0
1573	239	1.0
1573	519	1.0
1574	746	1.0
1574	86	1.0
1575	1010	1.0
1575	661	1.0
1576	328	1.0
1576	6	1.0
1577	209	1.0
1577	115	1.0
1578	1041	1.0
1578	1173	1.0
1579	632	1.0
1579	66	1.0
1580	656	1.0
1580	4	1.0
1581	372	1.0
1581	1108	1.0
1582	472	1.0
1582	225	1.0
1583	1025	1.0
1583	1316	1.0
1584	1425	1.0
1584	202	1.0
1585	626	1.0
1585	999	1.0
1586	361	1.0
1586	151	1.0
1587	66	1.0
1587	691	1.0
1588	1209	1.0
1588	255	1.0
1589	67	1.0
1589	1540	1.0
1590	209	1.0
1590	12	1.0
1591	315	1.0
1591	1028	1.0
1592	98	1.0
1592	350	1.0
1593	3	1.0
1593	83	1.0
1594	178	1.0
1594	1205	1.0
1595	409	1.0
1595	227	1.0
1596	954	1.0
1596	14	1.0
1597	820	1.0
1597	269	1.0
1598	1538	1.0
1598	173	1.0
1599	588	1.0
1599	6	1.0
1600	1241	1.0
1600	2	1.0
1601	43	1.0
1601	292	1.0
1602	1449	1.0
1602	189	1.0
1603	49	1.0
1603	772	1.0
1604	1451	1.0
1604	476	1.0
1605	1056	1.0
1605	12	1.0
1606	1171	1.0
1606	87	1.0
1607	70	1.0
1607	391	1.0
1608	33	1.0
1608	636	1.0
1609	43	1.0
1609	1390	1.0
1610	11	1.0
1610	111	1.0
1611	489	1.0
1611	2	1.0
1612	49	1.0
1612	191	1.0
1613	67	1.0
1613	12	1.0
1614	1059	1.0
1614	495	1.0
1615	1124	1.0
1615	1525	1.0
1616	2	1.0
1616	1042	1.0
1617	361	1.0
1617	50	1.0
1618	1012	1.0
1618	1199	1.0
1619	1469	1.0
1619	30	1.0
1620	25	1.0
1620	77	1.0
1621	50	1.0
1621	179	1.0
1622	817	1.0
1622	650	1.0
1623	120	1.0
1623	266	1.0
1624	64	1.0
1624	857	1.0
1625	1366	1.0
1625	7	1.0
1626	242	1.0
1626	1406	1.0
1627	8	1.0
1627	59	1.0
1628	46	1.0
1628	111	1.0
1629	849	1.0
1629	791	1.0
1630	803	1.0
1630	262	1.0
1631	1242	1.0
1631	1346	1.0
1632	370	1.0
1632	530	1.0
1633	317	1.0
1633	1615	1.0
1634	5	1.0
1634	806	1.0
1635	1297	1.0
1635	943	1.0
1636	1117	1.0
1636	62	1.0
1637	883	1.0
1637	5	1.0
1638	40	1.0
1638	1051	1.0
1639	1565	1.0
1639	302	1.0
1640	537	1.0
1640	1399	1.0
1641	29	1.0
1641	1086	1.0
1642	1534	1.0
1642	1343	1.0
1643	59	1.0
1643	127	1.0
1644	139	1.0
1644	126	1.0
1645	1516	1.0
1645	5	1.0
1646	382	1.0
1646	766	1.0
1647	456	1.0
1647	551	1.0
1648	508	1.0
1648	61	1.0
1649	1129	1.0
1649	5	1.0
1650	83	1.0
1650	183	1.0
1651	516	1.0
1651	12	1.0
1652	3	1.0
1652	11	1.0
1653	1256	1.0
1653	940	1.0
1654	315	1.0
1654	269	1.0
1655	276	1.0
1655	341	1.0
1656	1339	1.0
1656	110	1.0
